,text,hashtags,Sentiment
861,"@Porky9Here I think you could be right here Porky, #AstraZeneca has just sold its stake in #Moderna for 1BN. Its al… https://t.co/b98md9TBor","['AstraZeneca', 'Moderna']",Positive
862,"Astrazeneca has sold its stake in Moderna for more than $1 billion: The Times 

#COVID19 #Vaccine #AstraZeneca… https://t.co/CswMMfPVbL","['COVID19', 'Vaccine', 'AstraZeneca']",Positive
863,Report: AstraZeneca Divests Moderna Holdings for More than $1 Billion | BioSpace https://t.co/YxdLNXoGqv #AstraZeneca #Moderna,"['AstraZeneca', 'Moderna']",Positive
864,#Astrazeneca sells its stake in #Moderna: The pharmaceutical company sold a 7.7% stake in the U.S. firm for more th… https://t.co/R9Na4QPbtV,"['Astrazeneca', 'Moderna']",Positive
865,"Read the news here-
https://t.co/nlrILBgLhD
#AstraZenecaVaccine #Moderna #news #NewsUpdate #legaleagles… https://t.co/qaNR1RyLCu","['AstraZenecaVaccine', 'Moderna', 'news', 'NewsUpdate', 'legaleagles']",Negative
866,"Interesting, First knowledge of #Astrazeneca having a $ stake in #Moderna.  Can’t help but observe this HUGE money… https://t.co/kTS2myzacg","['Astrazeneca', 'Moderna']",Positive
867,"Wel, wel. Toeval?  Germany and France under pressure to shift #OxfordAstraZeneca vaccine https://t.co/zeuQZxG1uZ",['OxfordAstraZeneca'],Negative
868,Delighted to get my 1st #OxfordAstraZeneca jag. Big thanks to @NHS_Lothian and everyone at Pennywell All Care Centr… https://t.co/zSYyrsTpnn,['OxfordAstraZeneca'],Positive
869,"Been to Crawley for @thecure 
#COVID19Vaccination #OxfordAstraZeneca https://t.co/J9NJAuo29j","['COVID19Vaccination', 'OxfordAstraZeneca']",Negative
870,France now approves #OxfordAstraZeneca vaccine for over-65s #covid19 #cdnhealth https://t.co/lGyZLnDhmK,"['OxfordAstraZeneca', 'covid19', 'cdnhealth']",Negative
871,Science must be at the service of humanity. #OxfordAstraZeneca forgot and focused purely on profit the result was a… https://t.co/vjOJy4SMwz,['OxfordAstraZeneca'],Positive
872,"(2/5)
Vaccine Number 2: #Oxford/#AstraZeneca/@SerumInstIndia
Type: A “viral vector” vaccine using common cold virus… https://t.co/ZHhN4eEjiP","['Oxford', 'AstraZeneca']",Negative
873,"Back home, having had my first #OxfordAstraZeneca jab #COVID19Vaccination. Didn't even feel it going in. Thank you #NHS","['OxfordAstraZeneca', 'COVID19Vaccination', 'NHS']",Positive
874,Got vaccinated today with first dose of #Covishield #OxfordAstraZeneca Thank you @DHA_Dubai for a very smooth proce… https://t.co/6GiJh4chH3,"['Covishield', 'OxfordAstraZeneca']",Positive
875,"The anti-vax, anti-UK, Brexit-bad policy by the #EU to suppress demand by smearing the #OxfordAstraZeneca &amp; undermi… https://t.co/5eHTt6NRQD","['EU', 'OxfordAstraZeneca']",Negative
876,Oh and it was the #OxfordAstraZeneca  I don’t care what it’s called.,['OxfordAstraZeneca'],Negative
877,4 million doses of #Covid19vaccines from  #OxfordAstrazeneca arrive in #Nigeria https://t.co/QDOFvNqWW2,"['Covid19vaccines', 'OxfordAstrazeneca', 'Nigeria']",Negative
878,"@BBCFergusWalsh I had the #OxfordAstraZeneca last week and had unpleasant side effects, friends have also had issue… https://t.co/nf1wsKIv44",['OxfordAstraZeneca'],Negative
879,Breaking: 4 million doses of #Covid19vaccines from  #OxfordAstrazeneca arrive in #Nigeria 🇳🇬 ✈️💉 https://t.co/S8Hz4mJZJz,"['Covid19vaccines', 'OxfordAstrazeneca', 'Nigeria']",Negative
880,Just had my Oxford astrazeneca vaccine 💉 I was brave 🥺😂 #vaccine #OxfordAstraZeneca #ivebeenjabbed #oxfordvaccine https://t.co/OwiYu9fUdP,"['vaccine', 'OxfordAstraZeneca', 'ivebeenjabbed', 'oxfordvaccine']",Positive
881,Can you say why there are more side effects with the #OxfordAstraZeneca vaccine than with the #Pfizer vaccine? #BBCYourQuestions,"['OxfordAstraZeneca', 'Pfizer', 'BBCYourQuestions']",Positive
882,"My #OxfordAstraZeneca side effects:
- Nausea
- Shivers
- Feeling generally wonky
- wonkier than usual
- staggering… https://t.co/WqCA4ca4xZ",['OxfordAstraZeneca'],Negative
883,Vaccine day for me on Thursday!! Excited but scared as well. 😱😱😁#vaccineday #COVID19Vaccine #OxfordAstraZeneca,"['vaccineday', 'COVID19Vaccine', 'OxfordAstraZeneca']",Positive
884,Just had my #OxfordAstraZeneca #COVID19Vaccination. Thanks to Eleanor and the ultra efficient #NHS team there.,"['OxfordAstraZeneca', 'COVID19Vaccination', 'NHS']",Positive
885,@Texan_cabbyUK @stephenhdg Wtf did they put in my #OxfordAstraZeneca jab 😂😂,['OxfordAstraZeneca'],Negative
886,@craftsandtools We do! At 11.44 the hare gets it in the leg! #JabbyJab #OxfordAstraZeneca https://t.co/ulFpAgRg36,"['JabbyJab', 'OxfordAstraZeneca']",Negative
887,"#France reverses stance on #OxfordAstraZeneca Covid jab which Macron labelled ‘quasi-ineffective’ 

“So far, France… https://t.co/aeObuIJCDf","['France', 'OxfordAstraZeneca']",Positive
888,Whoop whoop! Jab Day! #OxfordAstraZeneca,['OxfordAstraZeneca'],Negative
889,Canada vaccine committee advises against AstraZeneca vaccine for people over 65 years of age. #OxfordAstraZeneca… https://t.co/up0krx5a5Q,['OxfordAstraZeneca'],Negative
890,#OxfordAstraZeneca so I have had some heavy visual disturbances since around 2am GMT when eyes closed.,['OxfordAstraZeneca'],Negative
891,"A recent study in UK revealed that the @pfizer and #OxfordAstraZeneca #COVID19Vaccines have been ""highly effective""… https://t.co/YeoODpK6Z6","['OxfordAstraZeneca', 'COVID19Vaccines']",Positive
892,Data published by the Public Health England shows a single shot of either the #OxfordAstraZeneca or the… https://t.co/GMTmcsI5NO,['OxfordAstraZeneca'],Negative
893,#COVID19Vaccine #AstraZeneca #OxfordAstraZeneca I am find it better to sit up and rest I don't feel so unwell.,"['COVID19Vaccine', 'AstraZeneca', 'OxfordAstraZeneca']",Positive
894,I had my #COVID19Vaccine #OxfordAstraZeneca today which I am really grateful for. I have got the side effects prett… https://t.co/Jg0WK1mnNi,"['COVID19Vaccine', 'OxfordAstraZeneca']",Positive
895,"150 people are dead.
16 people have gone blind.

Tell me why I should take the oxford/AstraZeneca jab again ? 

#OxfordAstraZeneca",['OxfordAstraZeneca'],Negative
896,To anyone trying to make the #oxfordastrazeneca jab a political issue... this is about SCIENCE 🧪 https://t.co/Ho71wFu0pn,['oxfordastrazeneca'],Negative
897,"BREAKING NOW: Canada's Vaccine Committee Warns Against AstraZeneca Vaccine. NOT For Over 65
#Astrazeneca #Canada… https://t.co/jceN9O5PBH","['Astrazeneca', 'Canada']",Negative
898,Feeling so grateful just received my first #coronavirus  injection #oxfordastrazeneca  thanks a million to all invo… https://t.co/FLjsK5nnMa,"['coronavirus', 'oxfordastrazeneca']",Positive
899,Oxford-AstraZeneca not recommended for over 65 at this time. #OxfordAstraZeneca https://t.co/C8wGFqq9NR,['OxfordAstraZeneca'],Negative
900,"BREAKING

Canada's National Advisory Committee on Immunizations does not recommend #OxfordAstraZeneca in 65+ contra… https://t.co/7iDznDxehe",['OxfordAstraZeneca'],Negative
901,BREAKING: National Advisory Committee on Immunizations does NOT recommend #OxfordAstraZeneca in 65+ contrary to Hea… https://t.co/GnakTYYiac,['OxfordAstraZeneca'],Negative
902,Just had the #OxfordAstraZeneca #vaccine injected into my veins open those #turnstiles 😀😀,"['OxfordAstraZeneca', 'vaccine', 'turnstiles']",Negative
903,A single shot of either the #OxfordAstraZeneca or the #PfizerBioNTech #COVID19Vaccine reduces the chance of needing… https://t.co/6H24IBU1iL,"['OxfordAstraZeneca', 'PfizerBioNTech', 'COVID19Vaccine']",Negative
904,Starting to feel a little groggy now. Just hoovered up some comfort food so now I'm off duty! #CovidJab #OxfordAstraZeneca #FluBola,"['CovidJab', 'OxfordAstraZeneca', 'FluBola']",Negative
905,"after effects of #OxfordAstraZeneca jab on Saturday, heavy arm at first now feels like I’ve been punched a few time… https://t.co/Kai3gApEic",['OxfordAstraZeneca'],Negative
906,"I did something today 🤩

#vaccineswork #AstraZeneca #OxfordAstraZeneca #oxfordvaccine #scicomm #vaccination… https://t.co/AdKh74j6nT","['vaccineswork', 'AstraZeneca', 'OxfordAstraZeneca', 'oxfordvaccine', 'scicomm', 'vaccination']",Negative
907,"One jab of either Pfizer or AstraZeneca offers 90% protection
#astrazeneca #oxfordastrazeneca #pfizer
#canindianews https://t.co/gUW7iso27b","['astrazeneca', 'oxfordastrazeneca', 'pfizer', 'canindianews']",Positive
908,Having really mixed feelings about receiving my first Covid-19 vaccine today. I got the #OxfordAstraZeneca at my GP… https://t.co/vIdcBOVQ5S,['OxfordAstraZeneca'],Positive
909,"One jab of either Pfizer or AstraZeneca offers 90% protection
#astrazeneca #oxfordastrazeneca #pfizer
#canindianews https://t.co/Nj7x6hngEb","['astrazeneca', 'oxfordastrazeneca', 'pfizer', 'canindianews']",Positive
910,All happy because he’s vaccinated! 💉 #OxfordAstraZeneca https://t.co/HuCCZeHuw1,['OxfordAstraZeneca'],Positive
911,"#covidshield #OxfordAstraZeneca 
On 1st March My Uncle got corona Vaccine. 0.5ml injected. Next dose after 28 days.… https://t.co/NIwhHBWIKM","['covidshield', 'OxfordAstraZeneca']",Negative
912,"So, I had my Vaccine for Covid 19, had the #OxfordAstraZeneca  feel really rough, but take that over actually catching the Virus!",['OxfordAstraZeneca'],Positive
913,"Russia records 11,198 daily confirmed cases of COVID-19 #Russia #Covaxin #Moscow #Mart #AstraZeneca… https://t.co/XJIJqQX09G","['Russia', 'Covaxin', 'Moscow', 'Mart', 'AstraZeneca']",Positive
914,"Any word on efficacy of the vaccine?

#CovidVaccine #AstraZeneca #Covaxin #Covishield #COVID19Vaccine","['CovidVaccine', 'AstraZeneca', 'Covaxin', 'Covishield', 'COVID19Vaccine']",Negative
915,"10,000 doses of #COVID19 #AstraZeneca vaccines arrived to #BiH!

With directly purchased 22k #SputnikV &amp; 10k… https://t.co/BBmfnivaiJ","['COVID19', 'AstraZeneca', 'BiH', 'SputnikV']",Positive
916,"Clear info about the different #vaccines currently dispatched around the world via @BBCWorld 

#AstraZeneca #Pfizer… https://t.co/9TORR7cTD6","['vaccines', 'AstraZeneca', 'Pfizer']",Negative
917,#Malaysia granted conditional approval for the use of coronavirus vaccines produced by #UK firm #AstraZeneca and… https://t.co/thlavGJdsJ,"['Malaysia', 'UK', 'AstraZeneca']",Negative
918,And with zero 0️⃣⭕️🅾️ liability for it. #DeathRoulette #AstraZeneca #Covid19VaccineReport #Moderna #COVID19vaccines… https://t.co/Vb7YuyaXX9,"['DeathRoulette', 'AstraZeneca', 'Covid19VaccineReport', 'Moderna', 'COVID19vaccines']",Negative
919,"#Astrazeneca Has Sold Its Stake in #Moderna for More than $1 Billion.

https://t.co/F0hTHV3sBS","['Astrazeneca', 'Moderna']",Positive
920,"#AstraZeneca, #Moderna or #Pfizer? Take whichever #COVID19 #vaccine you’re offered, experts say https://t.co/SB9NBZFYdb","['AstraZeneca', 'Moderna', 'Pfizer', 'COVID19', 'vaccine']",Negative
921,"The Joy Of Getting Your Vaccine. #Pfizer #Moderna #J&amp;J #AstraZeneca
Whichever Is Available,
Whenever It's Available… https://t.co/q0SNWInCS5","['Pfizer', 'Moderna', 'J', 'AstraZeneca']",Positive
922,Good that France revised guidelines on #Covishield or #AstraZeneca to  allow shots for those aged upto 75. British… https://t.co/f5doyZlGjy,"['Covishield', 'AstraZeneca']",Positive
923,"What do #Pfizer, #BioNTech, #Moderna, Johnson &amp; Johnson, #AstraZeneca, #Novavax, etc. have in common?

All their sc… https://t.co/ABOutAdkUo","['Pfizer', 'BioNTech', 'Moderna', 'AstraZeneca', 'Novavax']",Negative
924,"@CBCPolitics Of course, Canadian under the age of 65 will get #AstraZeneca .

On top of that, Canadians need mental… https://t.co/gWbr6lvmIm",['AstraZeneca'],Positive
925,@DKAstrology It's in one of those tables just released... #AstraZeneca #Moderna #Johnson&amp;Johnson,"['AstraZeneca', 'Moderna', 'Johnson']",Negative
926,How effective are #COVID19Vaccines in just 1 dose? Experts assess the efficacy of #Pfizer #Moderna and #AstraZeneca… https://t.co/p9WF5Hthsb,"['COVID19Vaccines', 'Pfizer', 'Moderna', 'AstraZeneca']",Positive
927,"To @doctor_oxford
Is there any concern that any of the vaccines, in particular the #oxfordastrazeneca #vaccine woul… https://t.co/d37ETOE4hz","['oxfordastrazeneca', 'vaccine']",Positive
928,"To @DrZoeHyde
Is there any concern that any of the vaccines, in particular the #oxfordastrazeneca #vaccine would ha… https://t.co/N2C0jVh27L","['oxfordastrazeneca', 'vaccine']",Positive
929,"To @Dr2NisreenAlwan
Is there any concern that any of the vaccines, in particular the #oxfordastrazeneca #vaccine wo… https://t.co/jSA3165prf","['oxfordastrazeneca', 'vaccine']",Positive
930,"To @devisridhar
Is there any concern that any of the vaccines, in particular the #oxfordastrazeneca #vaccine would… https://t.co/s5TX3ZJ7we","['oxfordastrazeneca', 'vaccine']",Positive
931,"Rose Webster @GetMyGist here. 

ALL #CovidVaccines ⬆️ risk than benefit.

#OxfordAstraZeneca? ""Negligible risk"" goi… https://t.co/O5bhl97Trm","['CovidVaccines', 'OxfordAstraZeneca']",Positive
932,"Just had my first #oxfordastrazeneca vaccine yesterday. Still feeling a bit queasy, feverish and weird but glad to… https://t.co/pKCNfNvekX",['oxfordastrazeneca'],Negative
933,I got the chip!  I GOT THE SHIP!!!! #oxfordastrazeneca https://t.co/pPIyYOGmpP,['oxfordastrazeneca'],Negative
934,"Many thanks @NHSGGC for my first #COVID19Vaccine  #oxfordastrazeneca Friendly, efficient and well organised. See you in 12 weeks (or less) !","['COVID19Vaccine', 'oxfordastrazeneca']",Positive
935,Just had my #oxfordastrazeneca vaccine @lordscricketground Very efficiently done.Hats off to the people there for r… https://t.co/qAk0Qt41zz,['oxfordastrazeneca'],Positive
936,"#Bangladesh will receive 10,908,000 shots of #OxfordAstraZeneca 's #COVID19Vaccine by May, under the global arrange… https://t.co/uLuiFVSDUv","['Bangladesh', 'OxfordAstraZeneca', 'COVID19Vaccine']",Negative
937,"@Sal_Parr Fantastic...Siân is having her vacc tomorrow 👍💉
It won’t hurt trust me ...🤣 no side effect for me...
#OxfordAstraZeneca",['OxfordAstraZeneca'],Negative
938,"Very happy to read this! 324,000 doses of #OxfordAstraZeneca vaccine have arrived in #Cambodia. Good to see that… https://t.co/PAlUOeumke","['OxfordAstraZeneca', 'Cambodia']",Positive
939,So far the best side effect of the #OxfordAstraZeneca vaccine I had last Saturday is that it’s broken my #insomnia… https://t.co/JswV1VN7KA,"['OxfordAstraZeneca', 'insomnia']",Positive
940,So : which vaccine is safe #PfizerVaccine or #OxfordAstraZeneca or .....  ?,"['PfizerVaccine', 'OxfordAstraZeneca']",Positive
941,"#Pfizer &amp; #OxfordAstraZeneca vaccines have been ""highly effective"" in reducing #coronavirus infections and severe i… https://t.co/Sao3ZbPfgN","['Pfizer', 'OxfordAstraZeneca', 'coronavirus']",Positive
942,#Covid: #Germany and #France under pressure to shift #OxfordAstraZeneca  vaccine https://t.co/vPW3ESmkGV,"['Covid', 'Germany', 'France', 'OxfordAstraZeneca']",Negative
943,@TO_Resident #Canada can't handle the overflow. Most of #OxfordAstraZeneca #vaccine will expire #COVID19,"['Canada', 'OxfordAstraZeneca', 'vaccine', 'COVID19']",Positive
944,@grahamctv @AnitaOakville @fordnation Just hope they don't give expired doses to people #OxfordAstraZeneca #ontariocovid #vaccination,"['OxfordAstraZeneca', 'ontariocovid', 'vaccination']",Negative
945,"20,000 doses of the Made in India COVID-19 – #COVISHIELD #OxfordAstraZeneca #vaccines were gifted to The Federation… https://t.co/3I1bNyqn4e","['COVISHIELD', 'OxfordAstraZeneca', 'vaccines']",Positive
946,Had my jab. Thanks @NHS #OxfordAstraZeneca #COVIDVaccination #GetVaccinated,"['OxfordAstraZeneca', 'COVIDVaccination', 'GetVaccinated']",Positive
947,#OxfordAstraZeneca doses to arrive tomorrow in Canada — but questions remain about who gets them first | via… https://t.co/eQuxBKpG7C,['OxfordAstraZeneca'],Positive
948,The canadian gov does not recommend the #OxfordAstraZeneca vaccine for older people. Today the gov of england relea… https://t.co/frfE6IANEy,['OxfordAstraZeneca'],Positive
949,"Feeling very fortunate and extremely grateful. 
#OxfordAstraZeneca #covidvacccine @ Sheffield https://t.co/rvwhk4fOrc","['OxfordAstraZeneca', 'covidvacccine']",Positive
950,"Had my #COVID19Vaccine yesterday , the #OxfordAstraZeneca one. Feeling great with no side effects whatsoever and a… https://t.co/XnjRAXRpfe","['COVID19Vaccine', 'OxfordAstraZeneca']",Positive
951,"I got my first dose of the #OxfordAstraZeneca vaccine yesterday and let me tell you, the https://t.co/k65CbjJcbn li… https://t.co/GkbL1uEOqv",['OxfordAstraZeneca'],Positive
952,"First dose done! 💉

#covid19 #oxfordastrazeneca #vaccination #covidvacccine https://t.co/JcKKNcbpFp","['covid19', 'oxfordastrazeneca', 'vaccination', 'covidvacccine']",Positive
953,Online registration for the #COVID19Vaccine has opened in #iraq 🇮🇶 on a voluntary basis. #OxfordAstraZeneca 🇬🇧  and… https://t.co/8yPzuMmK8N,"['COVID19Vaccine', 'iraq', 'OxfordAstraZeneca']",Negative
954,A pair of experts are calling for essential workers to be prioritized for immunization with the #OxfordAstraZeneca… https://t.co/q9pHk1EieN,['OxfordAstraZeneca'],Negative
955,Thank you @nhskingston_ #OxfordAstraZeneca . First #COVID19Vaccine done If you get invited for a vaccine please go!… https://t.co/OH5MOm7ell,"['OxfordAstraZeneca', 'COVID19Vaccine']",Positive
956,"#COVAX publishes first round of #CovidVaccine allocations, which includes the #Philippines for both #AstraZeneca an… https://t.co/MTkGCXEY3u","['COVAX', 'CovidVaccine', 'Philippines', 'AstraZeneca']",Negative
957,"This evening, 102,960 doses of #PfizerBioNTech vaccine arrived in Country under #COVAXFacility after #AstraZeneca o… https://t.co/jSKSA3hFaY","['PfizerBioNTech', 'COVAXFacility', 'AstraZeneca']",Negative
958,@caulmick Independent... me hole... Seriously the EU has been screwed over by #AstraZeneca and people will end up i… https://t.co/e6BmyoFuzz,['AstraZeneca'],Negative
959,PM Hun Sen said Cambodians under 60 years old will be vaccinated with #Sinopharm. While #astrazeneca #vaccine… https://t.co/BwrtKTffYr,"['Sinopharm', 'astrazeneca', 'vaccine']",Positive
960,+We have received only a symbolic amount of #PfizerBioNTech &amp; #Astrazeneca from the EU compare to #Sinovac from Tur… https://t.co/b3wrid1QIK,"['PfizerBioNTech', 'Astrazeneca', 'Sinovac']",Negative
961,"@jim1036 @SCee57 I'm still waiting for my first. 
#AstraZeneca is suppose to be here next week but is only 64.7% ef… https://t.co/HfJwIum2dm",['AstraZeneca'],Positive
962,@BillBlair @JustinTrudeau @CanBorder @AstraZeneca We don't want that ineffective #AstraZeneca vaccine. We want the… https://t.co/vJIwIIbLTW,['AstraZeneca'],Negative
963,"Science supports the #oxfordastrazeneca #oxfordvaccine (incidentally, my jab last month was O/AZ)
So why are #EU co… https://t.co/lbS1jDJLhx","['oxfordastrazeneca', 'oxfordvaccine', 'EU']",Negative
964,Check out my vaccination experience with the #OxfordAstraZeneca Vaccine here 👇🏾👇🏾 https://t.co/MxnXAbTd0L,['OxfordAstraZeneca'],Negative
965,#vaccine #covid #oxfordastrazeneca I’m all vaccined out! Shattered to say the least.  All the ‘are we nearly there… https://t.co/GFbpTaVMmq,"['vaccine', 'covid', 'oxfordastrazeneca']",Negative
966,"#StKitts and #Nevis has received 20,000 doses of #OxfordAstrazeneca #coronavirus #vaccine from #India on Monday mor… https://t.co/pvo82cyVfz","['StKitts', 'Nevis', 'OxfordAstrazeneca', 'coronavirus', 'vaccine', 'India']",Negative
967,Received my vaccination today. Superbly organised &amp; efficient. Thank you #NHS #oxfordastrazeneca #OxfordVaccine #madejskistadium,"['NHS', 'oxfordastrazeneca', 'OxfordVaccine', 'madejskistadium']",Positive
968,I’VE BEEN VACCINATED! 🎉 #oxfordastrazeneca,['oxfordastrazeneca'],Negative
969,IT’S V DAY! #vaccine #OxfordAstraZeneca #Tommys #WestminsterBridge #NHS https://t.co/qQiZr9X180,"['vaccine', 'OxfordAstraZeneca', 'Tommys', 'WestminsterBridge', 'NHS']",Negative
970,I’m having my #COVID19Vaccine on Friday morning just heard from my doctors #CovidVaccine #oxfordastrazeneca… https://t.co/3sR742fOYS,"['COVID19Vaccine', 'CovidVaccine', 'oxfordastrazeneca']",Negative
971,"First dose 
#oxfordastrazeneca https://t.co/f1G7qsNI3d",['oxfordastrazeneca'],Positive
972,"#oxfordastrazeneca hangover. 🤢🤢🤢🤒🤒🤒🤒 Yes, I’m watching #Shrek2 What of it? https://t.co/AtFglbDgS4","['oxfordastrazeneca', 'Shrek2']",Negative
973,@KentKIE @bobbt2417 @vanillaweb @thyroiduk_org I’ve found our now that I’ll be getting the #oxfordastrazeneca “ if… https://t.co/JFcUuqxQFi,['oxfordastrazeneca'],Negative
974,"@kiranshaw Is it true that India is exporting #Covaxin and #AstraZeneca vaccine under #VaccineMaitri ?

How do we a… https://t.co/5VJ8RAFlej","['Covaxin', 'AstraZeneca', 'VaccineMaitri']",Positive
975,"People in German-speaking nations trust in #SputnikV more than #AstraZeneca vaccine, study shows

@sputnikvaccine https://t.co/O8FgwAhJDa","['SputnikV', 'AstraZeneca']",Positive
976,Good images for understand the #vaccines #Pfizer #AstraZeneca #sinopharm #moderna #SputnikV https://t.co/cGZwjh5P7G,"['vaccines', 'Pfizer', 'AstraZeneca', 'sinopharm', 'moderna', 'SputnikV']",Positive
977,"All done, pleased I got the #AstraZeneca #vaccine not the #PfizerBioNTech one https://t.co/wvNagHy9Bd","['AstraZeneca', 'vaccine', 'PfizerBioNTech']",Positive
978,"BIG thank you to the NHS and our public sector health care workers.

#covid #AstraZeneca #PfizerBioNTech #NHS… https://t.co/Cb6D6Igifw","['covid', 'AstraZeneca', 'PfizerBioNTech', 'NHS']",Negative
979,"Around 525,600 doses of Covid-19 shots developed by the United Kingdom’s #AstraZeneca are also set to arrive in the… https://t.co/nZAFHIARE1",['AstraZeneca'],Positive
980,"#AstraZeneca seems the worst one.
Not effective like #Pfizer and #Moderna and way more dangerous.
And..It seems eve… https://t.co/ldaKP57T5U","['AstraZeneca', 'Pfizer', 'Moderna']",Negative
981,"Unlike other #Covid19 shot producers #Pfizer/BioNTech and #Moderna, #AstraZeneca has not yet delivered the doses it… https://t.co/FkH1CpgpQy","['Covid19', 'Pfizer', 'Moderna', 'AstraZeneca']",Negative
982,@science_cited #Pfizer #moderna #astrazeneca all of the vaccines are dangereous : this because of the true… https://t.co/3P9eb22U74,"['Pfizer', 'moderna', 'astrazeneca']",Negative
983,"Is it possible to choose a vaccine?

#PopeFrancis received the Pfizer vaccine.

#AstraZeneca or #Moderna are they fetal tissue free??","['PopeFrancis', 'AstraZeneca', 'Moderna']",Positive
984,Covid regulations require that we collect this information 😷 #CovidVaccine #MaskUp #AstraZeneca #Moderna… https://t.co/CkDDrGUrkZ,"['CovidVaccine', 'MaskUp', 'AstraZeneca', 'Moderna']",Negative
985,"#COVID19 #PfizerVaccine #AstraZenecaVaccines #Moderna 

Out of 13.075 people over 60 years taking the vaccine a sta… https://t.co/p8wkqSDk8f","['COVID19', 'PfizerVaccine', 'AstraZenecaVaccines', 'Moderna']",Negative
986,"Check all the previous vlogs. Winding down.

Day 83.

#covidvaccine #covidvac #pfizer #astrazeneca #moderna #novovax https://t.co/n8mD0nx1jx","['covidvaccine', 'covidvac', 'pfizer', 'astrazeneca', 'moderna', 'novovax']",Negative
987,"@IrishKidneyAs just wondering if you’re satisfied that the #AstraZeneca vaccine is suitable for very high risk ppl,… https://t.co/yrWXgSlPnO",['AstraZeneca'],Positive
988,"As #immunization woes mount, #France has modified age limits it had placed on the #AstraZeneca vaccine earlier. It… https://t.co/hb5LssLLyw","['immunization', 'France', 'AstraZeneca']",Negative
989,@ChantalHbert The Toole accomplished what was thought to be impossible #COVIDIOT #CPC #cdnpoli #AstraZeneca #Pfizer… https://t.co/kWxtmFDw9q,"['COVIDIOT', 'CPC', 'cdnpoli', 'AstraZeneca', 'Pfizer']",Negative
990,"As #immunization woes mount, #France has modified age limits it had placed on the #AstraZeneca vaccine earlier. It… https://t.co/XcUdZUfO4U","['immunization', 'France', 'AstraZeneca']",Negative
991,NEW issue. On the cover—a Comment on single-dose #OxfordAstraZeneca #COVID19 vaccine followed by a 12-week booster.… https://t.co/48ahfTDBb4,"['OxfordAstraZeneca', 'COVID19']",Positive
992,@LeaveEUOfficial Two weeks ago the #EU were telling the world the  #oxfordastrazeneca  vaccine wasn't safe and they… https://t.co/nj9jGu5fP0,"['EU', 'oxfordastrazeneca']",Positive
993,A great pleasure to discuss last night’s arrival of the #OxfordAstraZeneca vaccine via the #Covax facility with… https://t.co/Ar5xUmj06D,"['OxfordAstraZeneca', 'Covax']",Positive
994,@janebadler Had mine earlier #oxfordastrazeneca,['oxfordastrazeneca'],Negative
995,So excited to get my vaccine next Thursday 💉 #covid #vaccine #Thursday11thMarch2021 #oxfordastrazeneca #COVIDVaccination,"['covid', 'vaccine', 'Thursday11thMarch2021', 'oxfordastrazeneca', 'COVIDVaccination']",Positive
996,"With @EU_Commission blocking #oxfordastrazeneca #vaccines leaving Europe for #Australia,  every country outside of… https://t.co/IV501idvkM","['oxfordastrazeneca', 'vaccines', 'Australia']",Negative
997,@blasf1 @hrDevonSal1 @vonderleyen what a special moment! #oxfordastrazeneca arrives in #philippines. Nearly half a… https://t.co/veudWVrVma,"['oxfordastrazeneca', 'philippines']",Positive
998,Feeling lucky to be vaccinated. #vaccinated #CovidVaccine #AstraZeneca #oxfordastrazeneca https://t.co/wCaZRBSj0D,"['vaccinated', 'CovidVaccine', 'AstraZeneca', 'oxfordastrazeneca']",Positive
999,As #Australia is in the #Commonwealth and #Italy have banned export of #oxfordastrazeneca to Australia I hope… https://t.co/8nGW6DqljJ,"['Australia', 'Commonwealth', 'Italy', 'oxfordastrazeneca']",Negative
1000,I can understand #Italy action on the block of #oxfordastrazeneca vaccines. If you made a deal &amp; its involved $ but… https://t.co/EfuD5lGXSA,"['Italy', 'oxfordastrazeneca']",Positive
1001,I’m not sure why I’ve been fast tracked for my #COVIDVaccination but I’ve had my first doze of  #oxfordastrazeneca… https://t.co/QWDSKn3cGs,"['COVIDVaccination', 'oxfordastrazeneca']",Positive
1002,Even today the EU are playing games with people`s lives -  Italy and EU block #OxfordAstraZeneca vaccine shipment t… https://t.co/Wa7JiDlWMm,['OxfordAstraZeneca'],Negative
1003,"I just got home from having the vaccine, seems I'm in good company @DollyParton #oxfordastrazeneca #CovidVaccine #justaprick 💉💉💉","['oxfordastrazeneca', 'CovidVaccine', 'justaprick']",Positive
1004,Well this should decide the first country to send left-over UK #oxfordastrazeneca  + other vaccines to.  Our good f… https://t.co/OcreTlq676,['oxfordastrazeneca'],Positive
1005,#COVID19france #Presidentmacron was a complete fool giving his views on the #oxfordastrazeneca  vaccine when he kno… https://t.co/wJu0yKK995,"['COVID19france', 'Presidentmacron', 'oxfordastrazeneca']",Positive
1006,Just had my first #COVIDVaccination #oxfordastrazeneca  All jagged up and nowhere to go !! https://t.co/OeD9gPviBT,"['COVIDVaccination', 'oxfordastrazeneca']",Positive
1007,#oxfordastrazeneca #Covax arrives in UK https://t.co/h3aMb22oV1,"['oxfordastrazeneca', 'Covax']",Negative
1008,"#Italy halts shipment of #OxfordAstraZeneca #vaccine due for #Australia

""It comes after the EU introduced new rule… https://t.co/JIm3ISTR4O","['Italy', 'OxfordAstraZeneca', 'vaccine', 'Australia']",Negative
